frequency,fan_speed,context-switch,cpu-migration,page_fault,cycles,pc1,pc2,instructions,branches,branch-misses,cacher,io,lid,cache-misses,Second,core_2,core_3,core_4,core_1
1596000,2136,2,0,62,1595103417,847068316,153774974,2328778602,432488562,984184,2250849,1,1158371052,798970,2,56,56,55,58
1596000,2136,2,0,2969,1594403263,877822459,340923805,1507692454,271444995,9036379,12441598,0,694245677,2620069,3,56,56,55,58
1596000,2115,4,0,1276,1595688712,891070949,298555802,1771583835,313618721,7305412,20859652,0,751007411,1975694,4,56,56,56,58
1596000,2115,2,0,0,1594642167,906425187,375422837,1581655016,261967863,8664432,11202632,0,688566294,2192622,5,56,56,56,58
1596000,2115,0,0,1376,1595144749,953899315,318757139,1300926886,228399721,10976438,36335199,1,647685111,1279770,6,56,56,56,58
1596000,2115,2,0,318,1594696130,920630569,211330187,1691063493,335373342,5014646,4308283,0,731367455,1105788,7,56,56,56,58
1596000,2115,6,0,12,1595777571,905012112,332382855,1648718879,302490910,6581721,5472345,0,693743168,2043243,8,56,55,54,58
1596000,2115,2,0,78,1594784980,869783616,313714247,1760367407,303432927,7876713,5753596,0,724513266,2539912,9,56,55,54,58
1596000,2115,2,0,0,1596073141,866893787,280540050,1741429514,314457901,6749399,13861861,1,816313953,791850,10,56,55,55,58
3060000,2115,2,0,34,3257887071,1853100409,715133083,3253741586,586519914,17436587,20599362,4630,1403245409,2030894,1,56,55,55,58
3060000,2109,4,0,0,3275404926,1939216767,820609805,3402857471,584132333,12466889,11715613,6110,1560299488,4347104,2,62,61,58,69
3060000,2109,2,0,0,3266929744,1851797769,731723471,3298747382,584393376,15680290,26204535,5023,1475185985,1439406,3,62,61,58,69
3060000,2115,2,0,0,3275876159,1982959504,862388055,3365524243,567043664,11284998,9607053,5596,1524274629,4848647,4,60,61,59,70
3060000,2115,2,0,0,3233721165,1863386116,738020028,3161103729,560922688,14846568,30606372,3595,1413929407,2155438,5,60,61,59,70
3060000,2115,4,0,695,3252397247,1828146361,663016830,3724689753,653977486,10909720,8137777,3424,1675379216,2833551,6,63,61,60,71
3060000,2115,2,0,28,3257880093,1839210226,705520850,3286057051,579501372,15448935,29331628,4819,1469131058,1519822,7,63,61,60,71
3060000,2115,2,0,256,3225496319,1834940297,699412837,3567750970,594331201,11295439,9444487,14758,1584374276,3268200,8,61,62,60,71
3060000,2115,2,0,0,3284119964,1921621856,805466282,3140150875,531444652,16749096,24936809,6234,1312251784,3275771,9,61,62,60,71
3060000,2115,4,0,3553,3235381266,1835111842,678308135,3677506455,643011731,11766316,7725161,2919,1669828794,2706395,10,62,62,60,72
2926000,2115,2,0,0,2929629487,1640173874,648924071,2982490570,533088337,14322479,24177539,17,1318880155,1476672,1,62,62,60,72
2926000,2109,2,0,386,2927840636,1714326701,725351120,3047731759,524944053,11079411,8138596,0,1336334053,3116726,2,63,61,61,67
2926000,2109,2,0,9,2926906812,1694838728,614600069,3148786284,560084509,11934211,20167260,0,1403040327,2147250,3,63,61,61,67
2926000,2115,6,0,0,2928284760,1685667270,667333061,2863169128,501800573,14481814,15362300,1,1222371684,2569321,4,62,61,59,66
2926000,2115,2,0,0,2926520728,1572298404,566405426,3094617023,546307728,16822442,17611093,0,1340276709,1307343,5,62,61,59,66
2926000,2115,2,0,0,2928350005,1669140858,709272676,2832023203,493169758,16120409,13620864,1,1250310197,2369593,6,61,60,59,66
2926000,2115,4,0,0,2926549633,1643801464,736669818,2783314229,470911150,17429407,13411872,0,1153931163,2605291,7,61,60,59,66
2926000,2122,4,0,0,2928182086,1763780860,843641103,2525701645,411571789,16012372,12138075,1,1059302498,3810825,8,61,61,59,66
2926000,2122,4,0,1,2926445926,1640530138,745998959,2766097636,470814677,18139066,14152742,58,1136394462,2632933,9,61,61,59,66
2926000,2115,2,0,1,2928753639,1641515789,746246590,2811487706,477845550,18153764,12410514,1,1146617280,2761717,10,61,61,59,66
2394000,2115,2,0,320,2396360196,1353411200,583892689,2324474544,392056444,14165238,10005552,1,948771225,2460877,1,61,61,59,66
2394000,2115,6,0,922,2394369873,1358606585,605047653,2298421678,392809207,13873761,11021612,0,956459336,2674689,2,61,59,59,64
2394000,2115,4,0,258,2393554912,1301398451,537793475,2398497532,422834431,14714920,10799529,59,1035828737,1712573,3,61,59,59,64
2394000,2115,2,0,276,2394258545,1340155834,531867166,2396881027,406514684,13613210,9847502,0,1057657900,1796044,4,60,60,59,63
2394000,2115,2,0,156,2393636033,1370716515,614056278,2225137515,369429302,13796474,11215252,0,940350508,2931118,5,60,60,59,63
2394000,2115,4,0,794,2395010426,1391847847,593128941,2305520858,381650041,13176073,10516400,1,955511465,2712085,6,59,59,58,62
2394000,2115,2,0,834,2393445435,1311418134,538211972,2390272494,413272124,14513982,11806421,0,1026912942,2008110,7,59,59,58,62
2394000,2115,2,0,590,2394328943,1346399845,568683754,2297941566,400975980,14548194,12421100,1,1024710981,2085881,8,60,60,58,64
2394000,2115,2,0,31,2393612199,1398548722,665251558,2198969292,361700061,13660781,10790027,0,935147328,2742417,9,60,60,58,64
2394000,2115,4,0,1,2394493058,1257567512,445175696,2507693417,449915767,14995987,12164304,1,1130412391,907727,10,58,59,57,62
1862000,2115,2,0,1213,1862665065,1086392510,501029484,1669984534,271358289,10791037,7195947,1,703619673,2833045,1,58,57,58,60
1862000,2115,2,0,289,1856181854,1029991019,379067854,1935732524,347612537,10657023,12362458,10654,789388463,1036390,2,58,57,58,60
1862000,2115,2,0,288,1861427680,1080793957,479605021,1744871878,288320306,10035402,7784204,1,734139327,2614528,3,58,58,57,60
1862000,2115,4,0,1843,1861549648,974565195,328680198,2066588851,363692821,10418290,8609017,0,905002397,814577,4,58,58,57,60
1862000,2115,2,0,452,1861130035,1081645006,498505835,1697719047,271621954,10647088,8652575,1,707051587,2860008,5,60,57,57,59
1862000,2115,2,0,0,1861747526,1104404527,529325973,1646359016,255557135,10256700,7575354,0,661884543,3161007,6,60,57,57,59
1862000,2115,2,0,1838,1861219135,991190859,266282399,2413829031,407382401,4322216,5769704,2,1135402405,2159204,7,57,56,58,59
1862000,2122,4,0,3308,1861318582,1036767952,428778476,1789436311,327364720,10390100,14213779,1,795631985,2678404,8,57,57,56,59
1862000,2122,2,0,1213,1860293586,1034096922,437382092,1872349718,314169858,9198155,17483576,0,872532250,1933196,9,57,57,56,59
1862000,2122,2,0,3817,1860808746,1069056740,327033662,1969763663,359815198,5801245,6969266,1,837358852,2154303,10,58,58,56,59
2128000,2122,2,0,512,2128196588,1254130338,604504545,1902520561,303732140,11695273,9123826,17,794588994,3979601,1,58,58,56,59
2128000,2122,4,0,0,2127562253,1214994771,524790977,2070876614,351417221,11006708,10393031,2,905500351,2722812,2,62,57,57,60
2128000,2122,2,0,0,2126952930,1169218443,470326322,2168675371,372330884,12199599,10675566,0,953861147,1917696,3,62,57,57,60
2128000,2115,2,0,6,2127668196,1244411237,578743470,1920146268,306897721,11420859,10023943,1,785093252,3174300,4,59,61,58,61
2128000,2115,2,0,1,2127284096,1172092501,433573746,2303390993,403813988,10442511,10823520,0,1051089221,1767397,5,58,57,56,60
2128000,2115,4,0,1,2127502408,1197621382,495830158,2110948020,365349633,10896813,8844614,1,894478551,2641030,6,58,57,56,60
2128000,2115,2,0,0,2126844408,1229899207,532561117,2090131627,347289716,11294492,9491107,0,885958072,3409525,7,61,59,58,61
2128000,2115,2,0,0,2127496338,1242676170,564125738,1976693042,343369128,10729124,13902512,1,917967703,2766347,8,61,59,58,61
2128000,2115,2,0,0,2127038001,1215783490,541222072,1989730005,330271435,11497090,9252771,0,861976555,3030653,9,58,59,58,60
2128000,2122,4,0,0,2127539153,1214992955,504554391,2083918379,350207838,12052049,9373649,1,840674977,2752179,10,58,59,58,60
2660000,2122,2,0,1825,2662155417,1608049362,801363785,2271682267,366674133,14190020,11576575,0,978756785,3714432,1,58,58,56,62
2660000,2122,2,0,3820,2660838422,1690479685,792202180,2453241526,352141869,9419510,10911785,1,1032534823,6897040,2,64,60,57,64
2660000,2122,2,0,3072,2660779518,1447303198,269650155,3890479497,716969029,1544594,1868173,0,1953958547,678841,3,64,60,57,64
2660000,2122,4,0,1108,2661091214,1542162636,580670030,3057870129,520609913,4328693,16808995,1,1504998435,3773246,4,59,60,57,63
2660000,2122,2,0,2167,2659526099,1633325680,814402450,2254772910,404774370,12412482,24226738,0,1027709016,5088991,5,59,60,57,63
2660000,2115,2,0,2463,2660882881,1674362388,810641392,2359539072,385435493,9453875,37293512,1,1102720181,4795318,6,60,59,57,62
2660000,2115,2,0,3,2659620502,1573904296,815898467,2587242316,360955692,7316472,45364098,0,1203316661,4505745,7,60,59,57,62
2660000,2122,4,0,326,2661794125,1762732275,943732032,1998151650,311117812,12559938,24515242,1,860365825,5270684,8,59,58,56,63
2660000,2122,2,0,3165,2659832911,1558587427,630301015,2519845693,440968600,12292576,16218393,0,1063285868,5623108,9,59,58,56,63
2660000,2115,4,0,0,2661600385,1715198575,382615012,2625238926,558520202,2674611,7465604,1,1177817222,974892,10,58,58,57,62
2128000,2115,2,0,205,2129331984,1218135823,557338836,2138948565,369688668,9689410,17931805,1,963179737,3957904,1,58,58,57,62
2128000,1700,35,1,1144,1965647062,1235948202,633317936,1585662712,258620030,10272794,12155091,1221,663722364,8338451,2,58,57,56,58
2128000,1700,422,13,2,136984122,126413742,91952988,26171655,4616738,287981,1422356,18266,25218499,200518,3,58,57,56,58
2128000,1638,486,7,0,126077327,116243352,84650144,20107521,3434328,171992,1324184,18777,23018638,151166,4,57,56,55,56
2128000,1638,174,6,955,1829598003,945122459,252225271,2220240526,152480619,9798995,5746973,3188,1071072391,259422,5,57,58,56,61
2128000,1638,4,0,0,2128354397,1072214352,306228453,2594600773,184271511,12422047,7700306,0,1263173048,116920,6,57,58,56,61
2128000,1638,0,0,0,2128040581,1077255348,307766710,2529487699,179783865,13130875,7236334,1,1235289623,92668,7,57,57,55,60
2128000,1642,0,0,0,2128419683,1041744118,339303028,2520942988,183313611,14382584,6505059,0,1215317335,53806,8,57,57,55,60
2128000,1642,2,0,1,2128016153,1142886442,265566856,2755678701,204261735,7316245,3668584,1,1316639688,72681,9,57,57,56,61
2128000,1638,4,0,0,2128491426,1190736121,265397081,2755255142,209704272,6137258,3614178,0,1272420076,126209,10,57,57,56,61
1862000,1638,0,0,0,1864525202,986425355,264905172,2276562552,184125954,8059647,4496849,2,1070865214,12483,1,57,56,55,59
1862000,1642,0,0,0,1862376008,980748423,250369667,2351183141,192832491,7683678,3077075,0,1106388796,68044,2,57,56,55,59
1862000,1642,2,0,0,1861676964,918760468,271757982,2372409166,164935977,10496026,4442024,1,1128200737,80515,3,56,56,55,59
1862000,1642,2,0,0,1862082763,945784289,284499218,2176212356,150078186,11344856,5656394,0,1023197988,103888,4,56,56,55,59
1862000,1642,0,0,0,1861583083,868846473,263402024,2364316160,141301445,12671505,6529137,1,1099788330,77614,5,56,57,55,59
1862000,1642,0,0,0,1862216741,864589823,281066319,2327420792,148094787,13517734,6562825,0,1097531175,47270,6,56,57,55,59
1862000,1642,0,0,0,1861619535,955403263,282875739,2216428052,174923668,11160175,4451064,1,1070891815,33491,7,56,56,55,58
1862000,1642,2,0,0,1862010085,956757797,280372045,2266361145,162038183,10578559,4877114,1,1075927180,25024,8,56,56,55,59
1862000,1642,0,0,0,1861504555,936476669,279192473,2227128189,153321921,10893909,5666068,0,1074703139,109014,9,56,58,54,59
1862000,1642,0,0,0,1862102491,901435864,294982089,2247412855,139150251,12696639,6287190,1,1024323418,71470,10,56,58,54,58
1596000,1642,0,0,0,1598082588,791723685,224112975,1922257657,135084735,10607028,5196865,16,893826532,76135,1,56,57,56,58
1596000,1646,2,0,0,1596076969,762403591,218485862,2003575911,131656811,11039869,5680928,2,964995157,128708,2,56,56,55,58
1596000,1646,0,0,0,1594934485,800051603,227525642,1918908796,134190279,9281202,4381124,1,912380583,36577,3,56,56,55,58
1596000,1642,0,0,0,1595883697,892289729,190684831,1950509239,138301272,6814198,5255269,2,962434381,13347,4,56,56,54,58
1596000,1642,0,0,0,1595205473,826851744,220458370,1935407496,133347300,8922557,4503051,1,941982641,100924,5,56,56,54,58
1596000,1646,2,0,1,1595952954,810717405,215353433,1968544045,134575668,9014147,5627814,2,959452039,70519,6,56,56,55,58
1596000,1646,0,0,2,1594844107,819941585,212501916,1959277374,140926056,8657225,5822382,0,962713653,116714,7,56,56,55,58
1596000,1642,0,0,0,1595930520,807118273,216333453,1907780769,143931163,9983614,5461346,1,945244259,71944,8,56,56,55,58
1596000,1642,0,0,0,1594964498,768423612,232198457,1915354220,134470047,10644361,5073092,0,916446485,21892,9,56,56,55,58
1596000,1642,2,0,1,1596024357,775597020,213294446,2012882344,152701909,9204089,4252866,1,966948902,19882,10,56,56,55,58
2394000,1642,2,0,492,2395946159,1256174180,328207860,3021051415,224125870,7717729,6860319,17,1368488022,105773,1,56,56,55,58
2394000,1642,2,0,1,2395122033,1240644774,353766261,2821620499,238566991,15421498,6052379,2,1322237915,219590,2,57,56,55,60
2394000,1642,2,0,0,2394191253,1234953873,355052844,2706354843,243819682,19045041,5298845,1,1372630250,210656,3,57,56,55,60
2394000,1642,4,0,0,2395149855,1157523636,364961721,2731744255,233720379,17090670,6487258,2,1339657777,160076,4,57,57,55,61
2394000,1642,0,0,0,2394268589,1280113926,382742184,2614201014,254774665,22445524,3779164,0,1305910348,230009,5,57,57,55,61
2394000,1646,0,0,746,2395218231,1295429894,365021160,2739951175,226600184,15405913,6057254,1,1385883829,267210,6,57,57,55,61
2394000,1646,4,0,1,2389925756,1283666351,363136596,2907245363,189958631,12378105,8960020,77,1390593280,113314,7,57,57,55,61
2394000,1642,4,0,0,2395094381,1289085043,358777318,2769118687,206233241,13489658,8977027,2,1345873427,345808,8,58,57,56,61
2394000,1642,2,0,0,2393992025,1194428672,394604959,2802620916,201956376,16540343,8438046,0,1349185609,195627,9,58,57,56,61
2394000,1642,0,0,0,2395130593,1325123681,314002193,3026719589,231128702,8603928,4316442,1,1432180185,209001,10,57,57,56,61
2660000,1642,0,0,0,2661980768,1484801846,336925758,3470186870,265895049,7711893,4323445,17,1617228990,113241,1,57,57,56,61
2660000,1642,2,0,0,2661723580,1631251099,322358247,3251857722,254771737,6706935,4025300,2,1679999019,31483,2,58,58,56,63
2660000,1642,2,0,112,2660739936,1403866813,504994278,3167777033,306589961,12120261,25097780,0,1222709782,155470,3,58,58,56,63
2660000,1642,2,0,0,2662288488,1419320875,378427298,3359468783,242528661,11910326,4904161,1,1629747091,43098,4,59,58,56,63
2660000,1642,0,0,0,2660638485,1363565684,450454811,3017237297,219096930,16719954,8756912,0,1445477223,266375,5,59,58,56,63
2660000,1642,2,0,0,2661904366,1318709752,409481214,3299748737,189119461,16953590,9922617,1,1508081671,201338,6,59,58,56,63
2660000,1642,0,0,0,2660590264,1324209616,405601560,3285204801,219671638,16205132,7592629,0,1562375560,180329,7,59,58,56,63
2660000,1646,0,0,0,2662049940,1334201385,432559390,3142705076,243240683,16612255,8045910,1,1523584100,209964,8,58,58,56,63
2660000,1646,0,0,0,2660694932,1314579656,433010219,3114480246,214881799,18457063,10534274,0,1490154445,69463,9,58,58,56,63
2660000,1642,2,0,0,2661985801,1307645481,443920133,3038557629,233546125,18604525,8648963,2,1518163176,86744,10,58,58,56,63
2926000,1642,0,0,0,2928850001,1474338258,452161998,3504792884,238861349,18384475,9425646,1,1692370123,270033,1,58,58,56,65
2926000,1642,0,0,0,2928785153,1569652763,437477820,3551913792,243532777,14670545,8726005,0,1763419613,178964,2,59,59,57,65
2926000,1642,0,0,1,2926953950,1602583920,478598852,3426845512,238590866,15824682,9948800,1,1660885582,127722,3,59,59,57,65
2926000,1642,2,0,0,2928681794,1528413279,453556930,3348779149,264876891,17694952,11773840,0,1669086621,423988,4,60,60,58,65
2926000,1642,0,0,0,2927316713,1470404744,472274722,3556330470,261073559,16857505,8112461,0,1715406356,90525,5,60,60,58,65
2926000,1646,0,0,195,2929014476,1658467947,435862977,3487454304,285526496,12899713,6716213,1,1669284201,126636,6,60,59,57,65
2926000,1646,2,0,0,2927685014,1558394908,448387705,3405448398,291932978,18264929,7481310,0,1665341414,200490,7,60,59,57,65
2926000,1642,6,0,0,2928978443,1481276942,502206348,3271197707,284303307,21294513,7333284,1,1641328239,263870,8,60,63,58,66
2926000,1642,0,0,1,2927212054,1537085421,482615255,3195292975,283318622,21938491,8792404,0,1658884248,164864,9,60,63,58,66
2926000,1642,0,0,1029,2928706701,1541791789,458300368,3339638349,273693222,18800321,9174236,1,1623220028,434198,10,61,61,58,66
3060000,1642,2,0,0,3267778986,1809209657,511327398,3629064827,301241083,18496695,13711839,4733,1851437485,466722,1,61,61,58,66
3060000,1642,4,0,0,3292519775,1720161959,549501942,3708081376,283224354,20392471,13076893,5916,1821012764,222571,2,61,61,59,71
3060000,1642,0,0,0,3292016492,1810748036,432785438,4010969091,313348775,15072266,7913060,6314,2017138326,192483,3,61,61,59,71
3060000,1638,0,0,1,3205278378,1788579889,405037123,4092939102,308289542,11277716,6466074,480,1974351038,213772,4,66,64,60,71
3060000,1638,0,0,1,3193873216,1935571328,358233734,3908107560,304131790,8493151,5238673,1,2039007244,93129,5,66,64,60,71
3060000,1646,2,0,0,3213780599,1714171738,445882445,3987959208,309944465,14915644,7856468,1358,1922067792,272271,6,63,63,61,73
3060000,1646,0,0,0,3259535325,1622463905,553284808,3795615119,254123665,20645053,11872134,14090,1737368692,456093,7,63,63,61,73
3060000,1646,0,0,1,3270840034,1637820878,515902349,3881751272,260533410,21573230,12284506,5365,1835142077,368801,8,63,62,64,73
3060000,1646,0,0,0,3291315893,1622364094,494027548,4038013730,288224311,18955313,9558570,6427,1898867021,215646,9,63,62,64,73
3060000,1642,2,0,1,3232406976,1640342081,518117863,3536525908,279654829,21608520,12640724,3245,1808695447,487704,10,63,63,61,74
1862000,1642,0,0,1,1864124582,914809913,302791940,2149591785,157962146,12745971,7289171,19,1060759057,366425,1,61,60,59,63
1862000,1717,0,0,0,1862046264,932575439,275520823,2164078177,158659276,12700267,7077908,2,1044838102,372363,2,61,60,59,63
1862000,1717,0,0,0,1861602107,951567037,269088537,2145616978,158626359,11161361,6667571,2,1092645357,366118,3,59,58,58,61
1862000,1721,2,0,0,1862471123,1045566884,258387329,2186652207,167559889,8742066,5872105,2,1086991986,80831,4,59,58,58,61
1862000,1721,0,0,0,1861718102,962182470,288363587,2184775646,155720125,10861108,6379300,2,1082054675,118435,5,58,58,57,61
1862000,1721,0,0,0,1862271304,1006164656,269372313,2134812847,160075818,10151173,7792439,0,1064947062,111325,6,58,58,57,61
